Region,Subregion,Country,country_code,Variables,Sub-Variables,Value,Sentences,Working Document,Production_MW,Production_Mt,Official
Asia,South Asia,India,IND,RnD fund,,22.54 bullion rupees,"The initial outlay for the Mission will be 19,744 crore, including an outlay of 17,490 crore for the SIGHT programme, 1,466 crore for pilot projects, 400 crore for R&D, and 388 crore towards other Mission components.",IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Trade medium,,N/A,,IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Trade partner,,N/A,,IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Trade reason,,To be technology and market leader,"The Mission will lead to significant decarbonisation of the economy, reduced dependence on fossil fuel imports, and enable India to assume technology and market leadership in Green Hydrogen.",IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Trade strategy,,Export,"3.1. The overarching objective of the Mission is to make India the Global Hub for production, usage and export of Green Hydrogen and its derivatives.",IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Trade time,,N/A,,IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Trade value,,10 Mt,"Aiming at about 10 per cent of the global market, India can potentially export about 10 MMT Green Hydrogen/Green Ammonia per annum.",IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Type of hydrogen,2023,Grey,"Most of this Hydrogen is currently sourced from fossil fuels through the process of steam reformation of natural gas, naptha etc. and is referred to as Grey Hydrogen.",IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,India,IND,Type of hydrogen,2030,Green,Summarizing document,IND_National Green Hydrogen Mission 2023 (eng),,,
Asia,South Asia,Indonesia,IDN,Additional note,,,,,,,
Asia,South Asia,Indonesia,IDN,By-product,,N/A,,,,,
Asia,South Asia,Indonesia,IDN,Domestic demand,Current,1.75 Mt,"Konsumsi hidrogen di Indonesia saat ini sekitar 1,75 juta ton per tahun, didominasi dengan pemanfaatan untuk urea (88 %), amonia (4 %), dan kilang minyak (2 %).",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Domestic demand,2031,Transport,"Dalam peta jalan NZE, pemanfaatan hidrogen hijau diproyeksikan akan dimulai pada tahun 2031 untuk sektor transportasi dan akan digunakan untuk menggantikan gas alam dan fosil dalam proses pemanasan suhu tinggi di sektor industri pada tahun 2041. ",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Domestic demand,2041,Industry,"Dalam peta jalan NZE, pemanfaatan hidrogen hijau diproyeksikan akan dimulai pada tahun 2031 untuk sektor transportasi dan akan digunakan untuk menggantikan gas alam dan fosil dalam proses pemanasan suhu tinggi di sektor industri pada tahun 2041. ",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Domestic demand,2060,Power,"Selain itu, dalam peta jalan dekarbonisasi PLN, sektor pembangkitan listrik diperkirakan akan menyerap lebih dari 220 TWh hidrogen pada tahun 2060 untuk menggantikan pembangkit berbasis gas dan co-firing batu bara.  ",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Energy source,,Renewable,"Oleh karena itu, peluang pengembangan EBT untuk memproduksi hidrogen rendah karbon dari sumber EBT masih sangat terbuka. ",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Export to China,,N/A,,,,,
Asia,South Asia,Indonesia,IDN,Infrastructure strategy,,"Transmission pipeline, electricity transmission, local manufacturing, carbon capture, sea port","Dalam rangka mendukung ketiga pilar strategi tersebut di atas, pemerintah Indonesia akan mendorong pengembangan infrastruktur strategis agar banyak pemain pasar dapat mendukung terwujudnya ekonomi hidrogen di Indonesia, antara lain: pipa transmisi hidrogen, transmisi listrik, manufaktur lokal, carbon capture, dan pelabuhan ekspor hidrogen. ",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Investment value,,N/A,,,,,
Asia,South Asia,Indonesia,IDN,Production capacity,2030,1.52 Mt,"Secara akumulasi, tiga pabrik amonia rendah karbon , yang terdiri dari satu pabrik amonia hijau hibrida dan dua pabrik amonia biru, dengan total kapasitas 1,52 juta ton ditargetkan sudah beroperasi di tahun 2030. Pupuk Indonesia menargetkan penambahan kapasitas produksi mencapai 11,32 juta ton juta ton amonia yang berasal dari tiga pabrik amonia hijau hibrida, tujuh pabrik amonia biru, dan sembilan pabrik amonia hijau skala besar pada tahun 2050.",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Production capacity,2050,12.84 Mt,"Secara akumulasi, tiga pabrik amonia rendah karbon , yang terdiri dari satu pabrik amonia hijau hibrida dan dua pabrik amonia biru, dengan total kapasitas 1,52 juta ton ditargetkan sudah beroperasi di tahun 2030. Pupuk Indonesia menargetkan penambahan kapasitas produksi mencapai 11,32 juta ton juta ton amonia yang berasal dari tiga pabrik amonia hijau hibrida, tujuh pabrik amonia biru, dan sembilan pabrik amonia hijau skala besar pada tahun 2050.",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Public financing,,N/A,,,,,
Asia,South Asia,Indonesia,IDN,RnD fund,,N/A,,,,,
Asia,South Asia,Indonesia,IDN,Trade medium,,Ammonia,Keunggulan dalam kapasitas sumber daya dan infrastruktur industri amonia dan pupuk yang telah mapan membuka peluang bagi Indonesia untuk mengembangkan produksi hidrogen dan amonia rendah karbon di masa mendatang. ,IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Trade partner,,"JP, SK, SG, NO","Adanya permintaan ekspor dari beberapa negara (Norwegia, Korsel, Jepang dan Singapura). ",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Trade reason,,3rd largest ammonia exporter with surplus production capacity,"Saat ini, Indonesia merupakan eksportir amonia terbesar ketiga di dunia setelah Rusia dan Trinidad dan Tobago, serta memiliki surplus kapasitas produksi amonia sekitar 7 juta ton per tahun dengan konsumsi domestik sekitar 1,6 juta ton per tahun dan ekspor sekitar 1,8 juta ton per tahun.",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Trade strategy,,Export,Indonesia akan mengekspor hidrogen dan turunannya ke pasar global dengan memanfaatkan keunikan sebagai negara maritim,IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Trade time,,2024,"Partner kerja sama potensial, baik untuk ekspor maupun konsumsi domestik, telah dipetakan untuk masing-masing lokasi. Proyek-proyek pilot potensial ini rencananya akan beroperasi pada tahun 2024 - 2027.",IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Indonesia,IDN,Trade value,,N/A,,,,,
Asia,South Asia,Indonesia,IDN,Type of hydrogen,Start 2031,Green,Figure 28 page 42,IDN_Strategi Hidrogen Nasional (idn),,,
Asia,South Asia,Malaysia,MYS,Additional note,,N/A,,,,,
Asia,South Asia,Malaysia,MYS,By-product,,N/A,,,,,
Asia,South Asia,Malaysia,MYS,Domestic demand,2050,"Power, Industry (heat), Mobility, Industry chemical, Marine","As shown in Figure 25, the EDS showed projection results of hydrogen consumption in end use sectors such as Power, Industry (Non-Energy), Industry (Heat), Mobility and Marine with cumulative demand 1.09MTPA by 2030, 4.59MTPA by 2040 and 10.33MTPA by 2050. ",MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Energy source,,"Natural gas (majority), Solar PV, Large Hydro",Figure 22 page 118,MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Export to China,,Yes,Table page 123,MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Infrastructure strategy,,,,,,,
Asia,South Asia,Malaysia,MYS,Production capacity,2030,2 Mt,"Hydrogen production volume is projected at 2MTPA, 8MTPA and 16MTPA by 2030, 2040 and 2050 respectively. ",MYS_Hydrogen Economy and Technology Roadmap (eng),"28,798 MW",2.00 Mt,
Asia,South Asia,Malaysia,MYS,Production capacity,2040,8 Mt,"Hydrogen production volume is projected at 2MTPA, 8MTPA and 16MTPA by 2030, 2040 and 2050 respectively. ",MYS_Hydrogen Economy and Technology Roadmap (eng),"115,194 MW",8.00 Mt,
Asia,South Asia,Malaysia,MYS,Production capacity,2050,16 Mt,"Hydrogen production volume is projected at 2MTPA, 8MTPA and 16MTPA by 2030, 2040 and 2050 respectively. ",MYS_Hydrogen Economy and Technology Roadmap (eng),"230,388 MW",16.00 Mt,
Asia,South Asia,Malaysia,MYS,Public financing,,N/A,,,,,
Asia,South Asia,Malaysia,MYS,Trade medium,,"Ammonia, MCH","At the time of writing this HETR document, PETRONAS through Gentari has been spearheading the initiatives to export hydrogen to Japan by developing projects in Malaysia and Canada for hydrogen export in ammonia or methylcyclohexane (MCH). ",MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Trade partner,,"AU, CL",Table page 123,MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Trade reason,,To fulfil demand projection,Figure 22 page 118,MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Trade strategy,2030,Import (only in emission driven scenario),Figure 22 page 118,MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Trade time,,N/A,,,,,
Asia,South Asia,Malaysia,MYS,Trade value,2050,0.5 Mt,Figure 22 page 118,MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Malaysia,MYS,Type of hydrogen,,"Blue (majority), Green (minority)",Figure 22 page 118,MYS_Hydrogen Economy and Technology Roadmap (eng),,,
Asia,South Asia,Singapore,SGP,Additional note,,N/A,,,,,
Asia,South Asia,Singapore,SGP,By-product,,N/A,,,,,
Asia,South Asia,Singapore,SGP,Domestic demand,,"Maritime, Power","As a major global maritime hub, Singapore can play an important role in the sector’s decarbonisation, especially through transitioning to lower-carbon fuels. To this end, we unveiled our Maritime Singapore Decarbonisation Blueprint in March 2022, which outlined our approach towards the maritime green transition",SIN_National Hydrogen Strategy 2022 (eng),,,
Asia,South Asia,Singapore,SGP,Energy source,,N/A,,,,,
Asia,South Asia,Singapore,SGP,Export to China,,N/A,,,,,
Asia,South Asia,Singapore,SGP,Infrastructure strategy,,Building cracking facilities,"As a start, we will build capabilities in importing, handling, and utilising low-carbon ammonia as a hydrogen carrier or directly as a fuel in power generation.",SIN_National Hydrogen Strategy 2022 (eng),,,
Asia,South Asia,Singapore,SGP,Production capacity,,N/A,,,,,
Asia,South Asia,Singapore,SGP,Public financing,,N/A,,,,,
Asia,South Asia,Singapore,SGP,RnD fund,,55 + 129 million SGD,"As a national research and development project, the Low-Carbon Energy Research (LCER) Funding Initiative includes funding of 55 million Singapore dollars (approximately 5.5 billion yen) for the first phase of research, and an additional 129 million Singapore dollars (approximately 12.9 billion yen) for the second phase.",JPN_Basic Hydrogen Strategy (eng),,,
Asia,South Asia,Singapore,SGP,Trade medium,,Ammonia (bunkering fuel),,,,,
Asia,South Asia,Singapore,SGP,Trade partner,,N/A,,,,,
Asia,South Asia,Singapore,SGP,Trade reason,,"Energy security, diversifying energy import",it can also help strengthen our energy security and resilience given our increasing reliance on domestic renewable sources and electricity imports.,SIN_National Hydrogen Strategy 2022 (eng),,,
Asia,South Asia,Singapore,SGP,Trade strategy,,Import,"As a start, we will build capabilities in importing, handling, and utilising low-carbon ammonia as a hydrogen carrier or directly as a fuel in power generation.",SIN_National Hydrogen Strategy 2022 (eng),,,
Asia,South Asia,Singapore,SGP,Trade time,,N/A,,,,,
Asia,South Asia,Singapore,SGP,Trade value,,N/A,,,,,
Asia,South Asia,Singapore,SGP,Type of hydrogen,,Low carbon,,,,,
Asia,South Asia,Sri Lanka,LKA,Additional note,,,,,,,
Asia,South Asia,Sri Lanka,LKA,By-product,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Domestic demand,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Energy source,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Export to China,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Infrastructure strategy,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Production capacity,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Production capacity,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Production capacity,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Public financing,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Trade medium,,"Methanol, ammonia","By generating green methanol and ammonia using locally sourced green hydrogen, the country can effectively reduce its carbon footprint and enhance the sustainability of its industrial sector. ",LKA_National-Hydrogen-Roadmap.pdf,,,
Asia,South Asia,Sri Lanka,LKA,Trade partner,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Trade reason,,Unique geograpical advantages with abundance of renewable energy resources,"Sri Lanka’s unique geographical advantages, such as the abundance of renewable energy resources and close proximity to the East-West shipping route, provide an exceptional opportunity for the country to establish itself as a green energy producer, exporter, and regional hub.",LKA_National-Hydrogen-Roadmap.pdf,,,
Asia,South Asia,Sri Lanka,LKA,Trade strategy,,Export,"The country has an abundance of excess renewable energy, including solar, wind, and hydroelectric power, and it could use this capacity to produce green hydrogen for domestic use and export.",LKA_National-Hydrogen-Roadmap.pdf,,,
Asia,South Asia,Sri Lanka,LKA,Trade time,,,,,,,
Asia,South Asia,Sri Lanka,LKA,Trade value,,500 million (export components),500 Mn of export revenue from manufacturing of green energy value chain components,LKA_National-Hydrogen-Roadmap.pdf,,,
Asia,South Asia,Sri Lanka,LKA,Type of hydrogen,,,,,,,
CIS,CIS,Russian Federation (the),RUS,Additional note,,N/A,,,,,
CIS,CIS,Russian Federation (the),RUS,Energy source,,N/A,,,,,
CIS,CIS,Russian Federation (the),RUS,Infrastructure strategy,,"Build 2 export cluster (Northwest -EU, East-Asia)",North-West cluster with a focus on exports to the countries of the European Union and a reduction in the carbon footprint of products of export-oriented manufacturing enterprises. Eastern cluster with a focus on Asian exports and development hydrogen infrastructures in the field of transport and energy;,RUS_Concept for the Development of Hydrogen Energy (eng),,,
CIS,CIS,Russian Federation (the),RUS,Production capacity,,N/A,,,,,
CIS,CIS,Russian Federation (the),RUS,Public financing,,N/A,,,,,
CIS,CIS,Russian Federation (the),RUS,Trade medium,,N/A,,,,,
CIS,CIS,Russian Federation (the),RUS,Trade partner,,"EU, Asia",North-West cluster with a focus on exports to the countries of the European Union and a reduction in the carbon footprint of products of export-oriented manufacturing enterprises. Eastern cluster with a focus on Asian exports and development hydrogen infrastructures in the field of transport and energy;,RUS_Concept for the Development of Hydrogen Energy (eng),,,
CIS,CIS,Russian Federation (the),RUS,Trade reason,,Improve domestic economic,"to realize the national potential in the field of production, export, use of hydrogen and industrial products for hydrogen energy and the entry of the Russian Federation into the ranks of the world leaders in their production and export, ensuring the competitiveness of the country's economy in the context of the global energy transition.",RUS_Concept for the Development of Hydrogen Energy (eng),,,
CIS,CIS,Russian Federation (the),RUS,Trade strategy,,Export,"to realize the national potential in the field of production, export, use of hydrogen and industrial products for hydrogen energy and the entry of the Russian Federation into the ranks of the world leaders in their production and export, ensuring the competitiveness of the country's economy in the context of the global energy transition.",RUS_Concept for the Development of Hydrogen Energy (eng),,,
